#page_id	source_id	path	title	page_class	symbol_count	kind	symbol	declaration_origin	header	library	os_versions_raw	declaration_status	duplicate_of	source_url
ee505772	mslearn-windows-embedded-ce-6.0	docs/mslearn/windows-embedded-ce-6.0/ee505772.html	Wi-Fi Authentication Tests Overview (Windows Embedded CE 6.0)	concept_or_overview	0			none				no_candidate		https://learn.microsoft.com/en-us/previous-versions/windows/embedded/ee505772(v=winembedded.60)
ee505773	mslearn-windows-embedded-ce-6.0	docs/mslearn/windows-embedded-ce-6.0/ee505773.html	Select Test Suite Dialog Box (Windows Embedded CE 6.0)	concept_or_overview	0			none				no_candidate		https://learn.microsoft.com/en-us/previous-versions/windows/embedded/ee505773(v=winembedded.60)
ee505774	mslearn-windows-embedded-ce-6.0	docs/mslearn/windows-embedded-ce-6.0/ee505774.html	Test Cases for the Camera Performance Test (Windows Embedded CE 6.0)	concept_or_overview	0			none				no_candidate		https://learn.microsoft.com/en-us/previous-versions/windows/embedded/ee505774(v=winembedded.60)
ee505775	mslearn-windows-embedded-ce-6.0	docs/mslearn/windows-embedded-ce-6.0/ee505775.html	Example Test Configurations for the Wi-Fi Configuration Tests (Windows Embedded CE 6.0)	concept_or_overview	0			none				no_candidate		https://learn.microsoft.com/en-us/previous-versions/windows/embedded/ee505775(v=winembedded.60)
ee505776	mslearn-windows-embedded-ce-6.0	docs/mslearn/windows-embedded-ce-6.0/ee505776.html	User Log-on Settings for the Wi-Fi Authentication Tests (Windows Embedded CE 6.0)	concept_or_overview	0			none				no_candidate		https://learn.microsoft.com/en-us/previous-versions/windows/embedded/ee505776(v=winembedded.60)
ee505778	mslearn-windows-embedded-ce-6.0	docs/mslearn/windows-embedded-ce-6.0/ee505778.html	Prerequisites for the Battery API Test (Windows Embedded CE 6.0)	concept_or_overview	0			none				no_candidate		https://learn.microsoft.com/en-us/previous-versions/windows/embedded/ee505778(v=winembedded.60)
ee505779	mslearn-windows-embedded-ce-6.0	docs/mslearn/windows-embedded-ce-6.0/ee505779.html	Prerequisites for the Stress KITL Test (Windows Embedded CE 6.0)	concept_or_overview	0			none				no_candidate		https://learn.microsoft.com/en-us/previous-versions/windows/embedded/ee505779(v=winembedded.60)
ee505780	mslearn-windows-embedded-ce-6.0	docs/mslearn/windows-embedded-ce-6.0/ee505780.html	Command Line Parameters for the DirectDraw Test (Windows Embedded CE 6.0)	concept_or_overview	0			none				no_candidate		https://learn.microsoft.com/en-us/previous-versions/windows/embedded/ee505780(v=winembedded.60)
ee505781	mslearn-windows-embedded-ce-6.0	docs/mslearn/windows-embedded-ce-6.0/ee505781.html	Troubleshooting the RTC Backwards Check Test (Windows Embedded CE 6.0)	concept_or_overview	0			none				no_candidate		https://learn.microsoft.com/en-us/previous-versions/windows/embedded/ee505781(v=winembedded.60)
ee505783	mslearn-windows-embedded-ce-6.0	docs/mslearn/windows-embedded-ce-6.0/ee505783.html	Troubleshooting the DVR Engine BVT Tests (Windows Embedded CE 6.0)	concept_or_overview	0			none				no_candidate		https://learn.microsoft.com/en-us/previous-versions/windows/embedded/ee505783(v=winembedded.60)
